1. 어댑터소스,2. 개체,3. 대분류,4. 중분류,5. 영향도,6. 중요도,7. 경고 이름,8. 경고 설명,9. 권고 사항,10. 증상,11. 경고 ID
VMWARE,VMwareAdapter Instance,가상화/하이퍼바이저,성능,상태,"위험
",vCenter 데이터 수집이 느림,vCenter Server 인스턴스의 데이터 수집이 5분 이상 걸립니다. 다음 이유 중 하나 때문일 수 있습니다. - vCenter Server 인스턴스에 성능 문제가 발생하여 vCenter Adapter에 대한 응답 속도를 떨어뜨립니다. - vCenter Adapter가 지연 시간이 높은 네트워크를 통해 vCenter Server 인스턴스에 연결되어 있습니다.,"
1. vCenter Server 인스턴스에 성능 문제가 있는지 점검하고 모든 서비스가 정상적으로 실행되고 있는지 확인하십시오. vCenter Server 인스턴스가 오버로드된 경우 필수 간격 5분 내에 응답하지 못할 수 있습니다. 성능 문제를 진단하려면 vCenter Server 인스턴스를 실행하는 가상 시스템 또는 vCenter Adapter 인스턴스 개체의 다른 경고를 검토하십시오.
2. vCenter Adapter를 실행하는 노드 및 vCenter Server 인스턴스 간의 네트워크 지연 시간은 쿼리 시간 지연에 영향을 미칠 수 있습니다. 노드와 vCenter Server 인스턴스 간의 네트워크 지연 시간이 전반적인 데이터 수집 성능에 영향을 미치지 않는지 확인하십시오. 원격 수집기는 지연 시간이 긴 네트워크 환경에서 데이터 수집 성능 및 안정성을 개선하는 데 도움이 될 수 있습니다. 네트워크 지연 시간이 100ms를 초과할 경우 데이터가 수집되는 vCenter Server 인스턴스에 가능한 한 가깝게 원격 수집기를 배포하십시오.","증상 조건
relation: SELF
증상 이름: [VMWARE][VMwareAdapter Instance] [위험] vCenter 쿼리 시간이 5분을 초과함({'type': 'CONDITION_HT', 'key': 'summary|vc_query_time', 'operator': 'GT', 'value': '300000.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VMWARE-VCQueryTimeTooHigh
VMWARE,VMwareAdapter Instance,애플리케이션,가용성,상태,"메시지 이벤트
",VASA 제공자에 대한 인증서 곧 만료,하나 이상의 VASA 제공자의 인증서 곧 만료,"
1. 다음 문서 
https://docs.vmware.com/kr/VMware-vSphere/6.5/com.vmware.vsphere.storage.doc/GUID-4B8AA662-20CF-4038-9EF7-A4774B7F9AF1.html 스토리지 제공자 인증서 새로 고침에 따라 스토리지 제공자 인증서를 새로 고침하십시오. 추가 지원은 하드웨어 벤더에 문의하십시오.","증상 조건
relation: SELF
증상 이름: [VMWARE][VMwareAdapter Instance] [증상 기준] VASA 제공자에 대한 인증서 곧 만료({'type': 'CONDITION_MESSAGE_EVENT', 'eventType': 'NOTIFICATION', 'message': 'Certificate for storage provider .* will expire soon.', 'operator': 'REGEX'})
",AlertDefinition-VMWARE-VasaProviderCertificatLimitReachedAlert
VmcAdapter,VmcAdapter Instance,네트워크,구성,위험,"위험
",조직당 공용 IP 주소(Elastic IP) 수가 지원되는 구성 최대값을 초과합니다.,VMC 구성 최대값 제한을 위반했습니다. 조직당 공용 IP 주소(Elastic IP) 수가 지원되는 제한을 초과합니다.,"
1. https://configmax.vmware.com/guest?vmwareproduct=VMware%20Cloud%20on%20AWS&amp;amp;release=VMware%20Cloud%20on%20AWS&amp; 여기에 나열된 VMC on AWS 가이드를 참조하십시오.
2. 일부 상황에서는 변동 제한을 늘릴 수 있습니다. 이 변동 제한에 대한 자세한 내용을 알아보려면 https://www.vmware.com/support/services.html 여기를 클릭하십시오. VMware 지원에서 변동 제한을 이미 늘렸는데도 vRealize Operations에 자동으로 반영되지 않은 경우 https://kb.vmware.com/s/article/81810 KB 81810을 참조하십시오.","증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [VmcAdapter][VmcAdapter Instance] [위험] 조직당 공용 IP 주소(Elastic IP) 수가 지원되는 구성 최대값을 초과합니다.({'type': 'CONDITION_PROPERTY_NUMERIC', 'value': 100.0, 'operator': 'GT', 'key': 'configuration_max|elastic_public_ip_addresses|soft_limit_%_used', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VMC-ElasticIpPerOrgLimit
VmcAdapter,VmcAdapter Instance,가상화/하이퍼바이저,구성,위험,"경고
",이 조직의 SDDC 수가 지원되는 구성 최대값을 초과합니다.,VMC 구성 최대값 제한을 위반했습니다. 이 조직의 SDDC 수가 지원되는 제한을 초과합니다.,"
1. https://configmax.vmware.com/guest?vmwareproduct=VMware%20Cloud%20on%20AWS&amp;amp;release=VMware%20Cloud%20on%20AWS&amp; 여기에 나열된 VMC on AWS 가이드를 참조하십시오.
2. 일부 상황에서는 변동 제한을 늘릴 수 있습니다. 이 변동 제한에 대한 자세한 내용을 알아보려면 https://www.vmware.com/support/services.html 여기를 클릭하십시오. VMware 지원에서 변동 제한을 이미 늘렸는데도 vRealize Operations에 자동으로 반영되지 않은 경우 https://kb.vmware.com/s/article/81810 KB 81810을 참조하십시오.","증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [VmcAdapter][VmcAdapter Instance] [경고] 조직당 SDDC 수가 지원되는 구성 최대값을 초과합니다.({'type': 'CONDITION_HT', 'key': 'configuration_max|number_of_sddc_per_organization|soft_limit_%_used', 'operator': 'GT', 'value': '100.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VMC-SDDCPerOrgLimit
VmcAdapter,VmcAdapter Instance,가상화/하이퍼바이저,구성,위험,"위험
",조직당 호스트 수가 지원되는 구성 최대값을 초과합니다.,VMC 구성 최대값 제한을 위반했습니다. 이 조직의 호스트 수가 지원되는 제한을 초과합니다.,"
1. https://configmax.vmware.com/guest?vmwareproduct=VMware%20Cloud%20on%20AWS&amp;amp;release=VMware%20Cloud%20on%20AWS&amp; 여기에 나열된 VMC on AWS 가이드를 참조하십시오.
2. 일부 상황에서는 변동 제한을 늘릴 수 있습니다. 이 변동 제한에 대한 자세한 내용을 알아보려면 https://www.vmware.com/support/services.html 여기를 클릭하십시오. VMware 지원에서 변동 제한을 이미 늘렸는데도 vRealize Operations에 자동으로 반영되지 않은 경우 https://kb.vmware.com/s/article/81810 KB 81810을 참조하십시오.","증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [VmcAdapter][VmcAdapter Instance] [위험] 조직당 호스트 수가 지원되는 구성 최대값을 초과합니다.({'type': 'CONDITION_HT', 'key': 'configuration_max|number_of_host_per_organization|soft_limit_%_used', 'operator': 'GT', 'value': '100.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VMC-HostPerOrgSoftLimit
VmcAdapter,VmcAdapter Instance,가상화/하이퍼바이저,구성,위험,"경고
",조직당 호스트 수가 지원되는 구성 최대값입니다.,VMC 구성 최대값 제한이 최대 한도에 도달했습니다. 이 조직의 호스트 수가 지원되는 제한입니다.,"
1. https://configmax.vmware.com/guest?vmwareproduct=VMware%20Cloud%20on%20AWS&amp;amp;release=VMware%20Cloud%20on%20AWS&amp; 여기에 나열된 VMC on AWS 가이드를 참조하십시오.
2. 일부 상황에서는 변동 제한을 늘릴 수 있습니다. 이 변동 제한에 대한 자세한 내용을 알아보려면 https://www.vmware.com/support/services.html 여기를 클릭하십시오. VMware 지원에서 변동 제한을 이미 늘렸는데도 vRealize Operations에 자동으로 반영되지 않은 경우 https://kb.vmware.com/s/article/81810 KB 81810을 참조하십시오.","증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [VmcAdapter][VmcAdapter Instance] [경고] 조직당 호스트 수가 지원되는 구성 최대값입니다.({'type': 'CONDITION_HT', 'key': 'configuration_max|number_of_host_per_organization|soft_limit_%_used', 'operator': 'EQ', 'value': '100.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VMC-HostPerOrgMax
VmcAdapter,VmcAdapter Instance,가상화/하이퍼바이저,구성,위험,"정보
",이 조직의 SDDC 수가 지원되는 구성 최대값입니다.,VMC 구성 최대값 제한이 최대 한도에 도달했습니다. 이 조직의 SDDC 수가 지원되는 제한입니다.,"
1. https://configmax.vmware.com/guest?vmwareproduct=VMware%20Cloud%20on%20AWS&amp;amp;release=VMware%20Cloud%20on%20AWS&amp; 여기에 나열된 VMC on AWS 가이드를 참조하십시오.
2. 일부 상황에서는 변동 제한을 늘릴 수 있습니다. 이 변동 제한에 대한 자세한 내용을 알아보려면 https://www.vmware.com/support/services.html 여기를 클릭하십시오. VMware 지원에서 변동 제한을 이미 늘렸는데도 vRealize Operations에 자동으로 반영되지 않은 경우 https://kb.vmware.com/s/article/81810 KB 81810을 참조하십시오.","증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [VmcAdapter][VmcAdapter Instance] [정보] 조직당 SDDC 수가 지원되는 구성 최대값입니다.({'type': 'CONDITION_HT', 'key': 'configuration_max|number_of_sddc_per_organization|soft_limit_%_used', 'operator': 'EQ', 'value': '100.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VMC-SDDCMax
VmcAdapter,VmcAdapter Instance,네트워크,구성,위험,"경고
",조직당 공용 IP 주소(Elastic IP) 수가 지원되는 구성 최대값입니다.,VMC 구성 최대값 제한이 최대 한도에 도달했습니다. 조직당 공용 IP 주소(Elastic IP) 수가 지원되는 제한입니다.,"
1. https://configmax.vmware.com/guest?vmwareproduct=VMware%20Cloud%20on%20AWS&amp;amp;release=VMware%20Cloud%20on%20AWS&amp; 여기에 나열된 VMC on AWS 가이드를 참조하십시오.
2. 일부 상황에서는 변동 제한을 늘릴 수 있습니다. 이 변동 제한에 대한 자세한 내용을 알아보려면 https://www.vmware.com/support/services.html 여기를 클릭하십시오. VMware 지원에서 변동 제한을 이미 늘렸는데도 vRealize Operations에 자동으로 반영되지 않은 경우 https://kb.vmware.com/s/article/81810 KB 81810을 참조하십시오.","증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [VmcAdapter][VmcAdapter Instance] [경고] 조직당 공용 IP 주소(Elastic IP) 수가 지원되는 구성 최대값입니다.({'type': 'CONDITION_PROPERTY_NUMERIC', 'value': 100.0, 'operator': 'EQ', 'key': 'configuration_max|elastic_public_ip_addresses|soft_limit_%_used', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VMC-ElasticIPMax
VirtualAndPhysicalSANAdapter,VirtualSANDiskGroup,하드웨어,가용성,상태,"경고
위험
",디스크 전체 상태가 잘못된 상태입니다.,"전체 상태는 디스크 작동 상태, 디스크 정체 상태, 디스크 메타데이터 상태, 디스크 용량 상태, 디스크 구성 요소 제한 상태 및 디스크 중복 제거 사용량 상태에 대한 집계입니다.","
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2108691 KB 2108691을 참조하십시오.","증상 조건
operator: OR
1. 증상 묶음
relation: CHILD
aggregation: ANY
symptomSetOperator: OR
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]디스크 성능이 저하되었습니다. 디스크 구성 요소 비우기에 실패했습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusErrorDataEvacuateFailed']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]전체 캐시 디스크 상태가 오류를 보고합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'SummaryHealthCacheDiskStatus', 'faultEvents': ['SummaryHealthCacheDiskStatus.red']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]영구적인 디스크 손실입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusErrorOffline']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]디스크 성능이 저하되었습니다. 디스크 구성 요소 비우기가 중단되었습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusErrorDataEvacuateInaccessible']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [경고]디스크 성능이 저하되었습니다. 디스크 구성 요소 비우기가 끝났습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusWarningDataEvacuated']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]디스크가 읽기 전용 모드입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusWarningReadonly']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]영구적인 디스크 오류입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusErrorFailed']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [경고]디스크 성능이 저하되었습니다. 디스크 구성 요소를 비우는 중입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusWarningDataEvacuating']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]디스크 성능 상태를 알 수 없습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusErrorUnknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [위험]디스크가 해제되었습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCacheDiskStatus', 'faultEvents': ['DiskStatusWarningDecommisioned']})
증상 이름: [VirtualAndPhysicalSANAdapter][CacheDisk] [경고]전체 캐시 디스크 상태가 주의를 보고합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'SummaryHealthCacheDiskStatus', 'faultEvents': ['SummaryHealthCacheDiskStatus.yellow']})
2. 증상 묶음
relation: CHILD
aggregation: ANY
symptomSetOperator: OR
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [경고]전체 용량 디스크 상태가 주의를 보고합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'SummaryHealthCapacityDiskStatus', 'faultEvents': ['SummaryHealthCapacityDiskStatus.yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]영구적인 디스크 손실입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusErrorOffline']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]디스크 성능이 저하되었습니다. 디스크 구성 요소 비우기에 실패했습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusErrorDataEvacuateFailed']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]디스크 성능이 저하되었습니다. 디스크 구성 요소 비우기가 중단되었습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusErrorDataEvacuateInaccessible']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [경고]디스크 성능이 저하되었습니다. 디스크 구성 요소를 비우는 중입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusWarningDataEvacuating']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]영구적인 디스크 오류입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusErrorFailed']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]디스크 성능 상태를 알 수 없습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusErrorUnknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]디스크가 해제되었습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusWarningDecommisioned']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]디스크가 읽기 전용 모드입니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusWarningReadonly']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [위험]전체 용량 디스크 상태가 오류를 보고합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'SummaryHealthCapacityDiskStatus', 'faultEvents': ['SummaryHealthCapacityDiskStatus.red']})
증상 이름: [VirtualAndPhysicalSANAdapter][CapacityDisk] [경고]디스크 성능이 저하되었습니다. 디스크 구성 요소 비우기가 끝났습니다.({'type': 'CONDITION_FAULT', 'faultKey': 'DyingCapacityDiskStatus', 'faultEvents': ['DiskStatusWarningDataEvacuated']})
",AlertDefinition-DiskHealthDiskGroupStatus
VirtualAndPhysicalSANAdapter,VirtualSANDiskGroup,스토리지,용량,효율성,경고,vSAN 디스크 그룹 읽기 캐시 적중률이 90% 이하이고 쓰기 버퍼 여유 공간이 10% 이하입니다,vSAN 디스크 그룹 읽기 캐시 적중률이 90% 이하이고 쓰기 버퍼 여유 공간이 10% 이하입니다,"
1. vSAN 디스크 그룹에 플래시 용량을 추가합니다. 자세한 내용은 https://kb.vmware.com/selfservice/microsites/search.do?language=en_US&amp;cmd=displayKC&amp;externalId=2113954 KB 2113954를 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: AND
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDiskGroup] [경고] vSAN 디스크 그룹 쓰기 버퍼 여유 공간이 10% 이하입니다({'type': 'CONDITION_HT', 'key': 'WriteBuffer|wbFreePct', 'operator': 'LT', 'value': '10.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDiskGroup] [경고] vSAN 디스크 그룹 읽기 캐시 적중률이 90% 이하입니다({'type': 'CONDITION_HT', 'key': 'ReadCache|rcHitRate', 'operator': 'LT', 'value': '90.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HybridDiskGroupLowFlashCapacity
VirtualAndPhysicalSANAdapter,VirtualSANDiskGroup,스토리지,성능,효율성,경고,vSAN 디스크 그룹 읽기 캐시 적중률이 90% 이하입니다,vSAN 디스크 그룹 읽기 캐시 적중률이 90% 이하입니다,"
1. 캐시 크기 조절 분석을 수행하여 워크로드에 충분한 캐시 양을 파악합니다. 자세한 내용은 https://kb.vmware.com/selfservice/microsites/search.do?language=en_US&amp;cmd=displayKC&amp;externalId=2113954 KB 2113954를 참조하십시오.","증상 조건
aggregation: ANY
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDiskGroup] [경고] vSAN 디스크 그룹 읽기 캐시 적중률이 90% 이하입니다({'type': 'CONDITION_HT', 'key': 'ReadCache|rcHitRate', 'operator': 'LT', 'value': '90.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-VSanDiskGroupReportLowReadCacheHitRate
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,구성,상태,"경고
위험
정보
",vSAN 클러스터에 충돌을 생성하고 vSAN 성능 서비스에 영향을 미치는 여러 개의 통계 DB 개체가 있습니다.,vSAN 클러스터에 충돌을 생성하고 vSAN 성능 서비스에 영향을 미치는 여러 개의 통계 DB 개체가 있습니다. 이는 일반적으로 두 개 이상의 vSAN 클러스터가 병합한 뒤에 발생합니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2144405 KB 2144405를 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] 경고를 발생시키는 통계 DB 개체 충돌을 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'perfsvc.renameddirs', 'faultEvents': ['perfsvc.renameddirs.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] 오류를 발생시키는 통계 DB 개체 충돌을 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'perfsvc.renameddirs', 'faultEvents': ['perfsvc.renameddirs.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] 정보를 발생시키는 통계 DB 개체 충돌을 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'perfsvc.renameddirs', 'faultEvents': ['perfsvc.renameddirs.Unknown']})
",AlertDefinition-perfsvc.renameddirs
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,가용성,상태,"경고
위험
정보
",온라인 상태: CEIP(Customer Experience Improvement Program)가 현재 활성화되지 않았습니다.,CEIP(Customer Experience Improvement Program)의 현재 상태가 활성화되지 않았습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2148866 KB 2148866을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] CEIP(Customer Experience Improvement Program)의 현재 상태가 활성화되어 정보가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.vsancloudhealthceipexception', 'faultEvents': ['cloudhealth.vsancloudhealthceipexception.Unknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] CEIP(Customer Experience Improvement Program)의 현재 상태가 활성화되어 경고가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.vsancloudhealthceipexception', 'faultEvents': ['cloudhealth.vsancloudhealthceipexception.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] CEIP(Customer Experience Improvement Program)의 현재 상태가 활성화되어 오류가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.vsancloudhealthceipexception', 'faultEvents': ['cloudhealth.vsancloudhealthceipexception.Red']})
",AlertDefinition-cloudhealth.vsancloudhealthceipexception
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,구성,상태,"경고
위험
정보
",물리적 디스크 운영에 필요한 필수 메모리 풀(힙)에서 vSAN이 저조하게 실행됩니다.,"물리적 디스크 운영에 필요한 필수 메모리 풀(힙)에서 vSAN이 저조하게 실행됩니다. 이로 인해 가상 시스템 스토리지 성능 저하, 작동 실패 또는 ESXi 호스트가 응답하지 않는 것과 같은 다양한 성능 문제가 발생할 수 있습니다.","
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2109256 KB 2109256을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] 오류를 발생시키는 물리적 디스크의 올바른 운영에 필요한 필수 메모리 풀(힙)에서 vSAN이 저조하게 실행되는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'physicaldisks.lsomheap', 'faultEvents': ['physicaldisks.lsomheap.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] 경고를 발생시키는 물리적 디스크의 올바른 운영에 필요한 필수 메모리 풀(힙)에서 vSAN이 저조하게 실행되는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'physicaldisks.lsomheap', 'faultEvents': ['physicaldisks.lsomheap.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] 정보를 발생시키는 물리적 디스크의 올바른 운영에 필요한 필수 메모리 풀(힙)에서 vSAN이 저조하게 실행되는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'physicaldisks.lsomheap', 'faultEvents': ['physicaldisks.lsomheap.Unknown']})
",AlertDefinition-physicaldisks.lsomheap
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,용량,효율성,위험,vSAN 클러스터 플래시 읽기 캐시 예약이 5% 이하입니다,vSAN 클러스터 플래시 읽기 캐시 예약이 5% 이하입니다,"
1. 읽기 캐시에 플래시 용량을 추가합니다. 자세한 내용은 https://kb.vmware.com/kb/2108740 KB 2108740을 참조하십시오.","증상 조건
operator: AND
1. 증상 묶음
relation: SELF
aggregation: ANY
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험]vSAN 클러스터 플래시 읽기 캐시 예약이 5% 이하입니다({'type': 'CONDITION_FAULT', 'faultKey': 'ClusterReadCacheReservationHealth', 'faultEvents': ['ClusterReadCacheReservationHealthTurnRed']})
2. 증상 묶음
relation: CHILD
aggregation: ANY
증상 이름: [VMWARE][HostSystem] [위험]vSAN 호스트 플래시 읽기 캐시 예약이 5% 이하입니다({'type': 'CONDITION_FAULT', 'faultKey': 'HostReadCacheReservationHealth', 'faultEvents': ['HostReadCacheReservationHealthTurnRed']})
",AlertDefinition-ClusterReadCacheReservationHealthAlmostFull
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,네트워크,구성,상태,"경고
위험
정보
",vSAN 활성 멀티 캐스트 연결에 문제가 있습니다.,vSAN 활성 멀티 캐스트 연결에 문제가 있습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2116296 KB 2116296을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] vSAN 활성 멀티 캐스트 연결로 경고가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'network.multicastdeepdive', 'faultEvents': ['network.multicastdeepdive.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] vSAN 활성 멀티 캐스트 연결로 안내 정보가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'network.multicastdeepdive', 'faultEvents': ['network.multicastdeepdive.Unknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] vSAN 활성 멀티 캐스트 연결로 오류가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'network.multicastdeepdive', 'faultEvents': ['network.multicastdeepdive.Red']})
",AlertDefinition-network.multicastdeepdive
